,x,y,distance,source,airline
52388,-2.170148,6.1360397,907.8907455444179,ESB,TK
25079,5.0543785,-30.864199,1775.673611435069,FLL,FL
57351,-11.998872,29.161995,551.8820794824186,ORD,UA
24888,20.226646,-38.996113,2549.081233958843,ATL,FL
67174,12.596054,-36.55334,2134.8229959291966,SHE,ZH
20430,-15.36213,19.924849,690.7614058950448,CID,DL
57403,-0.4678983,-25.483637,1590.0360718046024,ORD,UA
41391,5.1427183,25.780075,507.05660953670167,CAN,MU
13748,-1.7042317,-8.974894,1275.9572254700688,VCE,AZ
67110,4.609682,-7.470668,1223.1540121096282,PEK,ZH
17089,6.5607038,-23.821018,1659.5035449056684,URC,CA
39734,23.732864,-40.76079,2806.3944656337057,ZRH,LX
25069,27.472479,-42.410522,3178.0381034045117,DTW,FL
32492,-2.1401048,-1.7117668,1093.614444344243,FRA,IB
6963,-7.3061266,-13.043704,1292.2599215386977,YUL,AA
32189,-3.3738205,12.615395,765.9663996293787,AGP,IB
24931,-15.342783,-2.5968423,1042.2017842036053,BOI,FL
37588,-0.059860826,39.122234,206.99615858480385,BOG,LA
44570,3.5321953,-25.52281,1668.1575984737917,DME,OS
21933,-15.857612,18.28939,713.9449481144015,TYS,DL
56161,-14.267928,-5.5852175,1091.4204968761126,DEN,UA
57358,-7.6425996,-12.600097,1280.9266443716765,ORD,UA
57038,-10.799328,30.27369,526.0363225770185,LGA,UA
21158,-14.729516,-2.308904,1040.660371874527,LGA,DL
61652,-2.7814043,16.869345,647.0947460207124,ABZ,VS
20091,-15.850451,16.81614,734.7556381568949,ATL,DL
44753,2.9032555,-23.503468,1606.2413008372982,VIE,OS
18926,6.1905932,-21.916418,1598.5262266818463,PEK,CZ
25507,-16.819462,0.8460603,975.089316263444,SMF,FL
57767,-14.460061,24.271336,633.5001335705921,STC,UA
20615,-13.188134,27.333477,584.4751430199412,DTW,DL
41953,6.0169883,1.5704635,1026.6766340683055,NDG,MU
37565,-18.19872,18.686985,723.5060385203607,ANF,LA
5460,5.951083,-29.186995,1747.002661295568,GIB,AA
21797,-10.943987,31.433659,513.8071942331524,SLC,DL
59003,-16.529686,12.975449,784.3240385024877,DCA,US
5091,-15.011068,22.258837,659.9832439429006,DCA,AA
43029,4.3901305,-15.202492,1418.7048880935504,KIX,NH
7862,-14.914758,21.801552,664.2462461278508,CVG,AC
10969,-15.350787,24.224354,636.4221502156267,GDL,AM
18460,31.25851,-45.864803,3831.514405997894,FOC,CZ
36730,6.047775,10.478644,844.4688372455315,KWL,KL
20388,-16.132126,3.289299,940.4316117067129,CAE,DL
56081,-13.397529,27.943773,578.6070367747591,DEN,UA
25076,6.936665,-32.61325,1877.428621786554,EWR,FL
8010,-12.058005,28.162874,565.5596446322581,ORD,AC
25196,2.2968972,-27.947071,1726.0843719153165,MCI,FL
59817,-13.599142,-4.418547,1084.5929689177433,MSY,US
10319,4.322947,-19.833467,1525.784563114979,BOM,AI
16107,5.1574335,-2.1388023,1097.0675517723682,CGO,CA
51196,27.769154,-44.089233,3277.818151217978,URC,SU
21271,-15.741557,-0.6296946,1005.5709941487708,MEM,DL
32273,-2.112198,-7.453126,1226.7002464174584,BCN,IB
37744,-9.37162,31.562832,494.41730085153864,MTR,LA
11114,-5.503965,36.769672,368.08995998443606,MEX,AM
25156,28.233624,-42.940567,3252.8183990797506,LAS,FL
51316,3.0511067,31.069584,355.24122441604146,DMM,SV
32860,-2.8037987,16.73907,651.9491146356671,PMI,IB
56354,-11.462571,-8.352036,1163.4663189776484,EWR,UA
25243,-0.73266983,-24.766645,1565.1641469551087,MDW,FL
5426,-0.5520339,40.41942,192.07030247271354,FLG,AA
55941,-11.803117,29.099941,551.3002959262692,CAK,UA
34638,4.555852,32.133717,273.1185555177606,ITM,JL
6212,31.807941,-44.538868,3787.880825651458,OGG,AA
32371,8.479469,-32.614315,1919.596050695198,BIO,IB
57836,-10.12525,-10.218999,1208.203700796212,VER,UA
43834,5.916995,4.6607814,962.0289467205062,WUH,NX
29869,5.860725,16.1775,717.8260663730083,WUX,GE
32233,7.9833884,-31.802008,1883.657308271785,AMS,IB
56118,-10.603957,-10.488019,1209.8413800799547,DEN,UA
67191,8.831595,-29.752007,1837.8569486180638,SWA,ZH
37548,-15.118006,29.227852,571.4768733428549,AEP,LA
8034,-16.714254,7.4049206,870.2491911660526,RDU,AC
20358,-5.8164186,36.149555,383.5535197981502,BQK,DL
42222,3.9321816,-10.201549,1290.1822890703677,SHA,MU
18852,5.7682533,18.247467,673.5386748873844,NGB,CZ
48273,5.21202,5.555538,944.8311267698501,DEL,S2
59045,-1.1778712,-23.577484,1520.2812407133097,DFW,US
3986,4.9377565,5.577782,944.1705522421904,BOM,9W
56273,-17.148304,4.8372507,908.6657764531769,ELM,UA
66718,4.8833156,23.328781,562.0029409151979,CKG,ZH
67065,13.054404,-37.105892,2173.9833985777423,PEK,ZH
67378,5.1415343,-20.452183,1548.858864488975,XMN,ZH
7739,-2.3464339,0.7191475,1035.0912784581417,VIE,AB
4941,-16.108694,5.2243285,907.0741798698338,CLT,AA
57830,-14.934135,-0.9716193,1014.2735394312516,TYS,UA
36974,-11.535397,-9.712539,1186.843015132446,YWG,KL
10848,-2.5911193,38.47146,287.5704383656374,ACA,AM
31284,4.5606704,28.228289,445.1449266358601,HAK,HU
36409,-1.1477469,39.379307,236.01323878002455,ATL,KL
5037,3.6698136,-13.836025,1391.1220248734105,CNS,AA
5964,29.855597,-43.64041,3451.561293101214,MCO,AA
36544,0.22098617,39.87031,171.04902083897923,CHA,KL
5844,7.6998706,-30.709614,1847.9556424748234,LHR,AA
61793,0.29575604,37.647415,242.81089399247946,MAN,VS
37647,9.230968,-34.517254,1995.77314293956,GIG,LA
32797,-3.3767896,9.94041,831.1729220730671,NDR,IB
59246,-4.5729656,37.685764,336.732271981143,FAT,US
66225,14.370514,-36.65802,2226.9096483017943,LGW,YO
66720,4.555808,-9.978809,1283.2188628290398,CKG,ZH
5127,31.72223,-44.481422,3773.2264283350205,DCA,AA
18658,4.7184534,-6.2863603,1196.83440201348,JJN,CZ
67283,5.9349318,16.312473,715.2753582314349,TSN,ZH
24956,18.1668,-37.603962,2393.5462602764187,BWI,FL
57901,-18.010647,6.7223606,881.6724020970257,YYC,UA
25399,27.254124,-42.615784,3168.9091302408874,PHX,FL
3963,3.936396,-20.64759,1546.8398946011116,BLR,9W
56310,-16.83027,8.4857025,856.4189992724889,EWR,UA
16955,20.037174,-40.88045,2594.0087444652154,SZX,CA
36713,5.31363,4.353693,969.9026595297668,KCH,KL
59803,-7.5933986,34.85088,428.57257724310887,MRY,US
48344,4.1612535,25.733183,509.9774877226573,RPR,S2
66750,6.2366147,-21.207281,1580.222375387982,CTU,ZH
20165,-17.397522,11.445434,808.7514007543349,ATL,DL
4214,24.87746,-42.550804,2955.2158199169085,TRV,9W
56986,-7.857157,35.14841,428.57257724310887,LAX,UA
17120,6.4404917,15.273844,736.1594957773088,WUH,CA
41949,4.6713686,27.65496,460.88456729702034,NAY,MU
37571,-0.70005125,38.259586,243.70946400662996,ARI,LA
52812,-2.290351,16.635334,654.4811272830904,SAW,TK
36372,-16.84715,3.7143054,929.9351484718935,ATL,KL
32185,7.547853,-31.281103,1859.3652056250376,ACE,IB
10898,-12.466274,29.579405,550.2206737195022,BJX,AM
20161,-15.280462,-1.2564166,1016.6389243603364,ATL,DL
62465,14.688812,-36.83851,2241.077356667636,KEF,W2
12992,17.71521,-37.261417,2363.848835053403,ATL,AZ
57858,-15.543278,0.45367298,985.6119609434244,YHZ,UA
32429,6.338612,-29.603495,1768.5731800967706,CPH,IB
20503,-13.66541,26.449003,599.8525387124471,CVG,DL
25368,7.4297633,-32.693336,1894.4539249815293,OKC,FL
55854,-11.184528,-8.641929,1173.8241937907917,BJX,UA
11737,-14.664905,26.971283,600.4217532554477,LAX,AS
5875,-2.193898,0.34082744,1044.2711847934806,LHR,AA
25404,-0.075503856,-26.339977,1625.0856639054703,PHX,FL
66631,33.015614,-47.53666,8038.074893043313,CAN,ZH
13058,18.766582,-39.86583,2504.9865315314537,AUH,AZ
17186,6.123171,0.89682406,1037.6942454847615,XIY,CA
43889,29.761261,-43.536594,3434.718035567292,ATL,NZ
32794,1.3029171,26.444809,496.2965196417865,NCE,IB
57747,-16.811607,16.829609,738.3105320220998,SLW,UA
13634,-3.244123,11.14765,804.1609035319708,PSA,AZ
6841,-0.9838064,-25.321653,1576.0998510924833,SNA,AA
6586,-2.0962632,39.518097,256.77093910368933,PHX,AA
42549,7.3224936,-24.627468,1702.272245024319,XMN,MU
37732,-16.813068,18.467373,713.164688040111,MEX,LA
66635,5.7373447,4.4541183,965.6408906472236,CAN,ZH
21099,-15.049909,-2.6734898,1045.1920868076597,LEX,DL
17111,5.891833,6.683146,918.849960667697,WNZ,CA
39705,-2.0511827,-2.7503119,1120.222553119081,PRN,LX
36967,-7.0232844,36.116505,401.0227458269699,YEG,KL
8287,-10.754809,-10.092697,1204.6366702940222,YVR,AC
5517,-10.194009,32.406425,491.0236711483514,HMO,AA
36430,-16.444859,11.014391,817.2204221283627,ATL,KL
19432,3.757671,-15.59821,1425.3290145384904,XMN,CZ
5138,-16.817837,9.713098,837.1501615567706,DCA,AA
11272,-12.03623,30.306232,537.1460867227325,ZCL,AM
17085,18.199173,-40.303608,2485.613713390217,URC,CA
56589,1.1818441,-27.473759,1683.6975522788057,HSV,UA
34754,4.781369,-17.322954,1481.5956793051014,NRT,JL
16977,4.163365,-16.977495,1470.9724563184932,TAO,CA
4851,5.6062784,27.293825,469.5933816620808,CBR,AA
41357,4.738347,27.161104,476.5785333250715,BAV,MU
17152,5.314262,21.963547,597.237591674791,WUX,CA
66845,14.855032,-38.48656,2314.832460800419,HAK,ZH
11002,-13.227523,29.212515,560.899051306406,HMO,AM
32287,3.18729,-25.954819,1676.5691328491478,BCN,IB
59518,31.370987,-44.69414,3742.7120004761055,LAX,US
5526,32.09918,-45.140205,3873.2776461140797,HNL,AA
13750,-2.035061,-3.0189075,1124.672270742495,VCE,AZ
21970,18.811794,-38.207188,2451.1967516806203,YYC,DL
66688,16.744001,-39.57862,2421.042571012906,CGQ,ZH
51824,31.46662,-44.9826,3776.6462598626176,GIG,TA
10986,-6.9766746,35.316174,413.0385828130521,GDL,AM
36452,29.486816,-43.316296,3397.642005873093,ATL,KL
16119,5.0054126,-5.7940736,1183.8842845912955,CGO,CA
33130,16.63375,-38.80821,2383.1439760187113,FCO,IG
16251,6.7427263,-22.595345,1622.3659650560276,CZX,CA
24927,-14.6080885,23.908379,636.3291442642529,BNA,FL
32386,30.481558,-44.653538,3599.883987412828,BJL,IB
55765,-5.203428,-16.94958,1439.304971184156,ABQ,UA
6756,-1.4699252,-24.583315,1540.36738350629,SEA,AA
16136,6.3170366,9.718707,862.4493354273609,CKG,CA
67300,13.810598,-37.744137,2234.1815361560307,URC,ZH
25542,-16.373365,16.508642,740.4739328599734,TPA,FL
58824,-13.510673,26.578007,598.9125601184202,CLT,US
21109,-15.4841385,0.0011616873,993.4365683357355,LGA,DL
17178,6.680613,11.91479,809.992000239969,XIY,CA
16875,4.7096925,28.015488,449.784320021151,SHA,CA
25491,1.7274841,-27.108803,1683.7163762434743,SJU,FL
24953,-11.44592,29.600693,540.9911415493356,BWI,FL
32217,0.31631038,-18.75746,1458.012817028338,ALC,IB
21868,21.800531,-39.958813,2673.639624177318,SMF,DL
53674,28.918903,-43.95946,3372.376745915901,KBP,TP
53986,18.157665,-38.121696,2411.257548049921,YHZ,TS
17078,6.393111,1.6742975,1023.6800406850956,TYN,CA
32495,10.507703,-34.08573,2031.89217725496,FUE,IB
37616,20.37571,-37.747433,2509.027109208039,CLO,LA
66940,4.996598,-0.61311126,1065.9695594776235,KHG,ZH
36356,-2.0578043,38.508087,274.7080703306348,ATL,KL
10382,16.41904,-39.16928,2395.8519584544188,CMB,AI
13632,-3.2015226,12.38329,771.401787749559,PSA,AZ
25385,-0.4042996,-25.521559,1592.1750010014157,PDX,FL
67127,5.990591,10.966565,834.5078680495141,PEK,ZH
16419,6.255166,2.692581,999.8782546601542,HRB,CA
16035,-13.420237,-5.921839,1107.5625747320166,ATL,CA
16909,4.664745,-6.7249856,1206.2171955187937,SJW,CA
36969,-15.897818,6.810258,880.4507022687847,YHZ,KL
16509,7.3431168,-25.1972,1721.674683288698,KMG,CA
11667,24.728716,-41.395058,2912.8778685305847,IND,AS
56736,-15.395527,-2.4478807,1039.1455242032966,IAH,UA
4165,24.177399,-42.33964,2883.615083896108,KUL,9W
6162,-13.016982,26.155075,599.5581587924462,MYR,AA
3952,24.834631,-42.726303,2955.2158199169085,AUH,9W
42776,4.8863435,30.412205,366.86708841068565,CJU,NH
19437,5.5230765,-1.7326602,1090.038009845747,XNN,CZ
25037,0.42927486,-26.150272,1627.5841721572428,DEN,FL
42544,5.0415664,25.779675,507.05660953670167,XMN,MU
18661,7.3486066,-24.80437,1709.7178431928069,JJN,CZ
36920,-14.93997,28.673906,588.6187547926966,STM,KL
25279,-12.23889,-6.594352,1131.1346318917656,MDW,FL
42836,6.4611673,2.9197676,997.2012684984835,FUK,NH
36789,-0.9120849,38.98645,236.01323878002455,MGM,KL
25247,-4.9919543,-15.462415,1381.5097114794833,MDW,FL
9170,-3.9901922,37.09524,335.3424559363311,ATL,AF
8181,-0.44894853,-24.427383,1562.2694838576767,YQY,AC
67162,4.1761546,-9.409047,1273.082604778985,PVG,ZH
25084,27.340382,-42.405678,3168.9091302408874,FLL,FL
33256,-2.040488,-0.5365058,1064.7408432924558,ZRH,IG
21764,-8.005543,34.57633,437.7413045281731,SGU,DL
67144,13.114461,-37.191845,2179.1701901581755,PEK,ZH
18767,6.223344,4.255522,968.3409251399753,KWL,CZ
9252,13.795348,-37.92042,2238.4901127903154,CAN,AF
34674,4.4973545,-10.640632,1303.389002951669,KIX,JL
40949,4.2833047,25.896511,505.61001653422,COK,MJ
41881,5.7347717,23.844397,556.1579403372638,LYI,MU
42669,3.137068,-9.542496,1281.541039567221,HIR,NF
67134,3.761334,-11.454008,1327.1698215411632,PEK,ZH
6132,-16.728228,9.150167,846.2239125963217,MOB,AA
32305,-2.6721632,17.365244,626.4431281475144,BCN,IB
48209,4.808778,2.9216392,1001.7879421578436,BOM,S2
66823,5.7317834,22.759514,578.1106101454798,DSN,ZH
37593,-0.23149392,39.02667,215.44910338400092,BOG,LA
44625,29.989643,-44.60973,3544.090829202589,LPA,OS
11732,-12.722138,-7.519097,1139.604532163449,LAX,AS
8005,-4.8112326,-16.177492,1413.583791110655,ORD,AC
18540,3.8656714,-11.531276,1328.8793183445146,HGH,CZ
16450,5.9247108,2.5802712,1002.1349038689646,INC,CA
32364,12.228428,-35.49073,2123.203109921693,BGO,IB
25407,-16.406544,-0.4815557,998.6502227152433,PHX,FL
58880,-7.210095,-13.0162115,1292.2599215386977,CLT,US
44763,-2.2004387,1.2378141,1023.8758824117407,VIE,OS
4785,6.4364324,-3.294476,1112.2599829541261,BNE,AA
42230,5.7394404,0.057419073,1054.0136529778167,SHA,MU
11705,-12.405727,-7.910906,1147.5330343094558,LAX,AS
48328,6.9519167,15.799962,733.0746672565235,MAA,S2
41939,6.5183477,1.5369306,1026.6766340683055,NAY,MU
21188,-17.34773,16.735695,741.5528463919109,LWS,DL
21795,-9.732566,32.949936,480.07144790448683,SLC,DL
53958,26.07165,-41.978962,3023.2534698183686,MBJ,TS
43863,9.545302,-29.765402,1860.2945676315449,AKL,NZ
59884,-16.376862,4.8741884,909.9734921449941,ORD,US
34425,-4.1440306,-16.903196,1430.9675822243362,SCL,JJ
32480,-2.1471586,-2.0750296,1102.4320317983495,FCO,IB
6667,-15.262123,24.94307,629.6190531734105,RNO,AA
16518,4.5311637,-9.558455,1274.343598745713,KMG,CA
66914,7.1096416,-23.428276,1653.5261410809796,INC,ZH
32485,-1.8558391,-10.056496,1317.0401481871786,FLR,IB
37560,17.667015,-38.071278,2381.382322111127,AEP,LA
56835,-3.2603912,38.010746,309.4015557945199,IAH,UA
19241,6.0615845,12.894742,788.5212689881191,TYN,CZ
25089,0.7059842,-26.120337,1631.0088642348894,FNT,FL
20310,-3.6578526,37.7298,320.47069174234485,BJI,DL
41923,4.318381,32.49478,249.7198975885752,NAY,MU
33259,-3.1902888,13.641402,734.1615008646663,ZRH,IG
56698,-15.45048,21.070553,674.3914216722618,IAD,UA
16940,6.137108,11.601568,817.1976736404598,SZX,CA
19419,6.786851,12.191884,804.1439647011956,XMN,CZ
6799,-13.590614,-7.0686855,1121.986783009741,SJC,AA
20519,-12.889424,27.218985,583.4634680936387,CWA,DL
19251,5.8088117,-20.670643,1557.7760775348488,TYN,CZ
33168,-3.2099793,9.001093,853.5867593786907,MUC,IG
40947,3.5800426,30.77383,357.12997516188005,CMB,MJ
6412,-8.9754505,-11.330243,1241.365897453181,PHL,AA
41139,2.6114233,-21.226488,1549.9936644574916,ADD,MS
16490,6.0379224,20.931318,622.3734706464311,KHN,CA
8443,-15.400535,21.147778,673.409066903552,YYZ,AC
33088,16.879972,-38.6021,2383.1439760187113,AMM,IG
32928,-3.2024443,14.810221,701.1540872739412,SVQ,IB
32240,0.5555842,-19.49603,1481.1139884569336,AMS,IB
66719,4.47607,-9.489543,1273.042646555984,CKG,ZH
32955,-2.874867,5.485575,919.3465463975116,TLS,IB
57527,-8.644409,-11.741954,1251.3450041230865,RAP,UA
10910,-2.4560604,17.926739,605.5086585177058,CDG,AM
25338,20.062935,-38.751366,2534.1055420962857,MSP,FL
42794,13.805478,-38.021343,2241.7074396091225,CTS,NH
57402,-4.811233,-16.177492,1413.583791110655,ORD,UA
25644,6.6286917,13.150043,782.2171858327156,PUS,FM
41638,6.4114976,10.3722515,846.4879866692611,HLH,MU
16819,6.3819275,4.3415465,966.8841246675619,PUS,CA
17282,5.5675783,23.460152,561.3796849894189,ZUH,CA
21980,-15.215821,21.853497,664.2462461278508,YYZ,DL
25301,-7.906571,-12.049591,1264.9204084400126,MEM,FL
32453,26.724495,-42.884617,3125.6636080139615,DME,IB
19417,5.3979855,0.9396375,1036.9540192096113,XMN,CZ
42186,5.275971,-2.0312765,1095.359403537128,PVG,MU
56391,-14.981817,-1.9113351,1031.2476502101094,EWR,UA
57716,-17.500822,9.897892,830.7559044300104,SGU,UA
57746,-15.365093,-1.7148327,1024.400086564784,SLP,UA
9816,-2.3385282,1.894151,1008.2645470427658,NTE,AF
4138,4.0629635,32.20762,276.1240903760275,IMF,9W
6541,-16.75109,19.061232,705.2739284552085,PHX,AA
23906,1.6660581,28.20191,433.94603789697845,NSI,ET
56136,-17.32167,17.142101,736.0038675516306,DEN,UA
57300,-16.762045,16.950129,737.2763612328678,ORD,UA
17191,5.727309,20.182371,634.99146381434,XMN,CA
5120,-13.079268,26.241772,599.5581587924462,DCA,AA
4020,5.161183,5.1420736,954.7003987489097,BOM,9W
48523,31.835386,-45.81468,3913.3192625685256,DME,S7
55838,-5.9594803,-14.895542,1356.7708249200514,BFL,UA
61180,4.88031,23.95351,555.1184574896182,REP,VA
6124,-12.835818,-5.514501,1108.1397811183788,MKE,AA
5393,-10.976798,-10.301949,1205.2621757948934,EUG,AA
60509,-2.0765474,39.472496,256.77093910368933,YUM,US
56587,-10.751809,-8.968616,1184.8962231377407,HPN,UA
16900,6.1535077,14.316091,757.2410116420773,SHE,CA
56949,33.17872,-46.836452,4696.200909575032,LAS,UA
20517,-17.391449,5.3185,901.9294104910841,CVG,DL
41918,4.7806864,26.806364,485.9156645873886,NAY,MU
25306,-14.27174,-3.1658847,1055.407943148767,MEM,FL
60501,-16.820683,12.998434,784.3240385024877,YUL,US
56087,2.5655174,-28.314829,1740.0206563372997,DEN,UA
21126,-15.819885,0.7438374,981.4504990812961,LGA,DL
39817,26.307026,-42.500504,3062.6157671469127,ZRH,LX
34677,4.541563,-10.230623,1290.9288507449137,KIX,JL
20848,-16.492075,5.921605,893.2933125302113,HSV,DL
3969,4.561877,-1.1422845,1077.956338195818,BLR,9W
58879,-9.762634,-9.994227,1209.1029073228983,CLT,US
21643,-17.08006,12.855633,785.2750441405486,RDU,DL
19145,9.108237,-30.152796,1863.4019871814776,SZX,CZ
17150,8.773977,-29.781849,1837.5540423327445,WUX,CA
21029,5.6678944,-32.194733,1832.1532692442395,LAS,DL
6791,32.503727,-44.695576,3885.852302378075,SJC,AA
40928,4.0252137,-19.881573,1525.784563114979,CMB,MJ
21934,-14.526608,-2.2307613,1040.660371874527,TYS,DL
8135,-15.8261385,17.647936,724.2874116348574,YOW,AC
64626,15.854297,-36.603073,2264.7127590525893,MIA,WS
60405,-14.58146,26.946262,600.4217532554477,SMF,US
67297,4.6616516,-0.6469916,1065.9695594776235,URC,ZH
32514,-1.1941153,-16.12835,1367.6018130093166,HAJ,IB
41946,4.33856,-13.909333,1382.3025200590646,NAY,MU
13726,-2.1106064,-0.28036863,1058.7122357492049,TRN,AZ
25508,-15.655068,23.108557,650.3760965820602,SMF,FL
36902,-16.810743,6.4888573,885.5733939633426,SHV,KL
8504,-15.971102,-1.5848575,1019.0236640242384,YZF,AC
43030,6.982766,11.470966,821.3538137107515,KKJ,NH
50514,4.88031,23.95351,555.1184574896182,REP,SQ
56128,-1.6941288,39.752296,244.37562494619817,DEN,UA
46828,6.4544215,16.917809,703.3573400896196,CEI,QF
5561,-16.43888,2.8466072,944.6655293613745,ICT,AA
33237,-1.8655595,-9.662554,1300.27191061507,TXL,IG
5021,-7.210095,-13.0162115,1292.2599215386977,CLT,AA
50765,6.7790875,-29.434378,1773.4333621165308,AMS,SU
6876,11.415989,-32.743996,2020.2130833636097,SYD,AA
32828,-3.193687,8.091059,870.0918551558901,ORY,IB
16154,4.4520555,-16.8735,1470.9724563184932,CKG,CA
25429,32.246906,-44.678745,3853.2823503223253,RDU,FL
54050,16.568666,-36.92392,2301.333360799691,YYZ,TS
16514,9.350674,-30.47749,1883.4802656945753,KMG,CA
16516,7.1321917,-24.16567,1678.108590979289,KMG,CA
32267,-2.7827065,4.4924884,944.9122746042431,BCN,IB
38655,-1.8834893,-8.043953,1241.5401038137989,MUC,LH
11701,27.700163,-42.7646,3204.0661703976393,LAX,AS
36415,-16.573284,18.010887,719.8329698416734,ATL,KL
21186,-0.31326258,40.133755,191.89680202398944,LSE,DL
67100,5.892192,-21.717388,1590.788053206541,PEK,ZH
20717,-12.356891,28.486994,563.5671813013656,EVV,DL
43211,5.6419287,-2.3790584,1099.520979028212,PEK,NH
20590,-16.486937,8.0411825,861.6024789069867,DTW,DL
66958,3.965678,31.443066,320.6596762226342,KMG,ZH
56238,-14.673992,23.574636,638.9191125233101,DLH,UA
32219,0.39560118,-19.29889,1474.422641488574,ALC,IB
32863,-2.6802318,17.388636,625.6820575566327,PMI,IB
8427,-15.911822,18.787468,706.6990421748593,YYZ,AC
19159,5.2735834,-4.4644136,1150.7365237064664,TAO,CZ
41930,6.529454,1.1828488,1033.6670277188286,NAY,MU
57173,-14.022483,-5.355458,1091.4204968761126,MSO,UA
32858,0.64519656,38.252884,201.96692631453337,PMI,IB
62447,14.92783,-36.607876,2241.077356667636,CDG,W2
20207,-16.444859,11.014391,817.2204221283627,ATL,DL
13520,9.892669,-35.22315,2050.7079202094415,MIA,AZ
5897,32.651646,-45.078323,3950.204625235005,LIH,AA
24994,-13.2866335,26.624462,597.2514944763363,CHS,FL
42326,4.566977,-15.967928,1442.5020936913688,TAO,MU
16265,6.2283025,8.365279,886.4379290140298,DLC,CA
9074,-16.84715,3.7143054,929.9351484718935,ATL,AF
36521,17.462393,-39.29973,2428.9667473891986,BZV,KL
32333,0.6508734,38.246536,201.96692631453337,BCN,IB
25477,-13.808922,-6.2670026,1106.7145012868898,SEA,FL
20887,-6.7902427,35.04318,412.3846273350498,IMT,DL
